RESTAURANT NAME,COUNTRY,CITY,DAYS OF WEEK,START TIME(HOUR),START TIME(MINUTE),END TIME(HOUR),END TIME(MINUTE)
Kimos Restaurant,GB,Liverpool,1,10,00,23,00
Kimos Restaurant,GB,Liverpool,2,10,00,23,00
Kimos Restaurant,GB,Liverpool,3,10,00,23,00
Kimos Restaurant,GB,Liverpool,4,10,00,23,00
Kimos Restaurant,GB,Liverpool,5,10,00,23,00
Kimos Restaurant,GB,Liverpool,6,10,00,23,00
La Bussola Restaurant,GB,Liverpool,0,17,00,00,00
La Bussola Restaurant,GB,Liverpool,1,17,00,00,00
La Bussola Restaurant,GB,Liverpool,2,17,00,00,00
La Bussola Restaurant,GB,Liverpool,3,17,00,00,00
La Bussola Restaurant,GB,Liverpool,4,17,00,00,00
La Bussola Restaurant,GB,Liverpool,5,17,00,00,00
La Bussola Restaurant,GB,Liverpool,6,17,00,00,00
La Parilla Mexican Bar & Grill,GB,Liverpool,0,17,00,22,30
La Parilla Mexican Bar & Grill,GB,Liverpool,1,17,00,22,30
La Parilla Mexican Bar & Grill,GB,Liverpool,2,17,00,22,30
La Parilla Mexican Bar & Grill,GB,Liverpool,3,17,00,22,30
La Parilla Mexican Bar & Grill,GB,Liverpool,4,17,00,22,30
La Parilla Mexican Bar & Grill,GB,Liverpool,5,17,00,22,30
La Parilla Mexican Bar & Grill,GB,Liverpool,6,12,00,21,00
La Tasca,GB,Liverpool,0,12,00,23,00
La Tasca,GB,Liverpool,1,12,00,23,00
La Tasca,GB,Liverpool,2,12,00,23,00
La Tasca,GB,Liverpool,3,12,00,23,00
La Tasca,GB,Liverpool,4,12,00,23,00
La Tasca,GB,Liverpool,5,12,00,23,00
La Tasca,GB,Liverpool,6,12,00,22,30
La Viña,GB,Liverpool,0,12,00,22,30
La Viña,GB,Liverpool,1,12,00,22,30
La Viña,GB,Liverpool,2,12,00,22,30
La Viña,GB,Liverpool,3,12,00,22,30
La Viña,GB,Liverpool,4,12,00,22,30
La Viña,GB,Liverpool,5,12,00,22,30
La Viña,GB,Liverpool,6,12,00,22,30
Las Iguanas,GB,Liverpool,0,12,00,23,00
Las Iguanas,GB,Liverpool,1,12,00,23,00
Las Iguanas,GB,Liverpool,2,12,00,23,00
Las Iguanas,GB,Liverpool,3,12,00,23,00
Las Iguanas,GB,Liverpool,4,12,00,23,30
Las Iguanas,GB,Liverpool,5,12,00,23,30
Las Iguanas,GB,Liverpool,6,12,00,22,30
Lemon Tree Restaurant,GB,Liverpool,2,17,30,21,30
Lemon Tree Restaurant,GB,Liverpool,3,17,30,21,30
Lemon Tree Restaurant,GB,Liverpool,4,17,30,21,30
Lemon Tree Restaurant,GB,Liverpool,5,17,30,21,30
Lemon Tree Restaurant,GB,Liverpool,6,13,00,21,30
Liverpool Marina Bar and Grill,GB,Liverpool,0,10,00,21,00
Liverpool Marina Bar and Grill,GB,Liverpool,1,10,00,21,00
Liverpool Marina Bar and Grill,GB,Liverpool,2,10,00,21,00
Liverpool Marina Bar and Grill,GB,Liverpool,3,10,00,21,00
Liverpool Marina Bar and Grill,GB,Liverpool,4,10,00,21,00
Liverpool Marina Bar and Grill,GB,Liverpool,5,10,00,21,00
Liverpool Marina Bar and Grill,GB,Liverpool,6,12,00,18,00
Lobster Pot,GB,Liverpool,0,12,00,23,00
Lobster Pot,GB,Liverpool,1,12,00,23,00
Lobster Pot,GB,Liverpool,2,12,00,23,00
Lobster Pot,GB,Liverpool,3,12,00,23,00
Lobster Pot,GB,Liverpool,4,12,00,03,00
Lobster Pot,GB,Liverpool,5,12,00,04,00
Lobster Pot,GB,Liverpool,6,12,00,02,00
Maggie Mays,GB,Liverpool,0,10,00,18,00
Maggie Mays,GB,Liverpool,1,10,00,18,00
Maggie Mays,GB,Liverpool,2,10,00,18,00
Maggie Mays,GB,Liverpool,3,10,00,19,00
Maggie Mays,GB,Liverpool,4,10,00,19,00
Maggie Mays,GB,Liverpool,5,10,00,18,00
Maray,GB,Liverpool,0,12,00,22,00
Maray,GB,Liverpool,1,12,00,22,00
Maray,GB,Liverpool,2,12,00,22,00
Maray,GB,Liverpool,3,12,00,22,00
Maray,GB,Liverpool,4,12,00,02,00
Maray,GB,Liverpool,5,12,00,02,00
Maray,GB,Liverpool,6,12,00,00,00
Mayur Indian Restaurant,GB,Liverpool,0,17,00,23,00
Mayur Indian Restaurant,GB,Liverpool,1,17,00,23,00
Mayur Indian Restaurant,GB,Liverpool,2,17,00,23,00
Mayur Indian Restaurant,GB,Liverpool,3,17,00,23,00
Mayur Indian Restaurant,GB,Liverpool,4,17,00,23,00
Mayur Indian Restaurant,GB,Liverpool,5,17,00,23,00
Mayur Indian Restaurant,GB,Liverpool,6,17,00,22,30
McCartney's Bar & Hanover Hotel,GB,Liverpool,0,09,30,23,30
McCartney's Bar & Hanover Hotel,GB,Liverpool,1,09,30,23,30
McCartney's Bar & Hanover Hotel,GB,Liverpool,2,09,30,23,30
McCartney's Bar & Hanover Hotel,GB,Liverpool,3,09,30,23,30
McCartney's Bar & Hanover Hotel,GB,Liverpool,4,09,30,00,30
McCartney's Bar & Hanover Hotel,GB,Liverpool,5,09,30,01,30
Middle Eastern Restaurant,GB,Liverpool,0,09,00,20,00
Middle Eastern Restaurant,GB,Liverpool,1,09,00,20,00
Middle Eastern Restaurant,GB,Liverpool,2,09,00,20,00
Middle Eastern Restaurant,GB,Liverpool,3,09,00,20,00
Middle Eastern Restaurant,GB,Liverpool,4,09,00,20,00
Middle Eastern Restaurant,GB,Liverpool,5,09,00,20,00
Middle Eastern Restaurant,GB,Liverpool,6,09,00,20,00
Miller & Carter Albert Dock,GB,Liverpool,0,12,00,23,00
Miller & Carter Albert Dock,GB,Liverpool,1,12,00,23,00
Miller & Carter Albert Dock,GB,Liverpool,2,12,00,23,00
Miller & Carter Albert Dock,GB,Liverpool,3,12,00,23,00
Miller & Carter Albert Dock,GB,Liverpool,4,12,00,00,00
Miller & Carter Albert Dock,GB,Liverpool,5,12,00,00,00
Miller & Carter Albert Dock,GB,Liverpool,6,12,00,23,00
MOJO,GB,Liverpool,0,17,00,03,00
MOJO,GB,Liverpool,1,17,00,03,00
MOJO,GB,Liverpool,2,17,00,03,00
MOJO,GB,Liverpool,3,17,00,03,00
MOJO,GB,Liverpool,4,17,00,04,00
MOJO,GB,Liverpool,5,17,00,04,00
MOJO,GB,Liverpool,6,17,00,04,00
Moose Coffee,GB,Liverpool,0,09,00,17,00
Moose Coffee,GB,Liverpool,1,09,00,17,00
Moose Coffee,GB,Liverpool,2,09,00,17,00
Moose Coffee,GB,Liverpool,3,09,00,17,00
Moose Coffee,GB,Liverpool,4,09,00,17,00
Moose Coffee,GB,Liverpool,5,09,00,17,00
My Pho,GB,Liverpool,0,10,30,23,00
My Pho,GB,Liverpool,1,10,30,23,00
My Pho,GB,Liverpool,2,10,30,23,00
My Pho,GB,Liverpool,3,10,30,23,00
My Pho,GB,Liverpool,4,10,30,23,00
My Pho,GB,Liverpool,5,10,30,00,00
My Pho,GB,Liverpool,6,10,30,00,00
Neighbourhood Cafe,GB,Liverpool,0,09,00,16,00
Neighbourhood Cafe,GB,Liverpool,1,09,00,22,00
Neighbourhood Cafe,GB,Liverpool,2,09,00,22,00
Neighbourhood Cafe,GB,Liverpool,3,09,00,22,00
Neighbourhood Cafe,GB,Liverpool,4,09,00,22,30
Neighbourhood Cafe,GB,Liverpool,5,09,00,22,30
Neighbourhood Cafe,GB,Liverpool,6,09,30,14,00
New York Cafe Bar,GB,Liverpool,0,11,00,23,00
New York Cafe Bar,GB,Liverpool,1,11,00,23,00
New York Cafe Bar,GB,Liverpool,2,11,00,23,00
New York Cafe Bar,GB,Liverpool,3,11,00,23,00
New York Cafe Bar,GB,Liverpool,4,11,00,23,00
New York Cafe Bar,GB,Liverpool,5,12,00,23,30
Nicola's Ristorante,GB,Liverpool,0,17,30,22,00
Nicola's Ristorante,GB,Liverpool,1,17,30,22,00
Nicola's Ristorante,GB,Liverpool,2,17,30,22,00
Nicola's Ristorante,GB,Liverpool,3,17,30,22,00
Nicola's Ristorante,GB,Liverpool,4,17,30,23,00
Nicola's Ristorante,GB,Liverpool,5,17,30,23,00
Owens,GB,Liverpool,0,17,30,21,00
Owens,GB,Liverpool,1,17,30,21,00
Owens,GB,Liverpool,2,17,30,21,00
Owens,GB,Liverpool,3,17,30,21,00
Owens,GB,Liverpool,4,17,30,21,00
Owens,GB,Liverpool,5,17,30,21,00
Owens,GB,Liverpool,6,17,30,21,00
Paolo & Donato's Italian Deli,GB,Liverpool,0,06,30,18,30
Paolo & Donato's Italian Deli,GB,Liverpool,1,06,30,18,30
Paolo & Donato's Italian Deli,GB,Liverpool,2,06,30,18,30
Paolo & Donato's Italian Deli,GB,Liverpool,3,06,30,18,30
Paolo & Donato's Italian Deli,GB,Liverpool,4,06,30,19,30
Paolo & Donato's Italian Deli,GB,Liverpool,5,07,30,19,30
Paolo & Donato's Italian Deli,GB,Liverpool,6,08,00,17,00
Passage To India,GB,Liverpool,0,17,00,00,00
Passage To India,GB,Liverpool,1,17,00,00,00
Passage To India,GB,Liverpool,2,17,00,00,00
Passage To India,GB,Liverpool,3,17,00,01,00
Passage To India,GB,Liverpool,4,17,00,02,30
Passage To India,GB,Liverpool,5,17,00,02,30
Passage To India,GB,Liverpool,6,17,00,00,00
Pi Rose Lane,GB,Liverpool,0,11,00,23,00
Pi Rose Lane,GB,Liverpool,1,11,00,23,00
Pi Rose Lane,GB,Liverpool,2,11,00,23,00
Pi Rose Lane,GB,Liverpool,3,11,00,23,00
Pi Rose Lane,GB,Liverpool,4,11,00,23,30
Pi Rose Lane,GB,Liverpool,5,11,00,23,30
Pi Rose Lane,GB,Liverpool,6,11,00,23,00
Pizza 4u,GB,Liverpool,0,16,00,23,00
Pizza 4u,GB,Liverpool,1,16,00,23,00
Pizza 4u,GB,Liverpool,2,16,00,23,00
Pizza 4u,GB,Liverpool,3,16,00,23,00
Pizza 4u,GB,Liverpool,4,16,00,01,00
Pizza 4u,GB,Liverpool,5,16,00,01,00
Pizza 4u,GB,Liverpool,6,16,00,00,00
Pizza Parlour,GB,Liverpool,1,17,00,22,00
Pizza Parlour,GB,Liverpool,2,17,00,22,00
Pizza Parlour,GB,Liverpool,3,17,00,22,00
Pizza Parlour,GB,Liverpool,4,17,00,22,30
Pizza Parlour,GB,Liverpool,5,17,00,22,30
Quick Chef Turkish BBQ Café,GB,Liverpool,0,09,00,23,00
Quick Chef Turkish BBQ Café,GB,Liverpool,1,09,00,23,00
Quick Chef Turkish BBQ Café,GB,Liverpool,2,09,00,23,00
Quick Chef Turkish BBQ Café,GB,Liverpool,3,09,00,23,00
Quick Chef Turkish BBQ Café,GB,Liverpool,4,09,00,23,00
Quick Chef Turkish BBQ Café,GB,Liverpool,5,09,00,23,00
Quick Chef Turkish BBQ Café,GB,Liverpool,6,09,00,22,00
Quynny's Quisine,GB,Liverpool,0,09,00,21,00
Quynny's Quisine,GB,Liverpool,1,09,00,21,00
Quynny's Quisine,GB,Liverpool,2,09,00,21,00
Quynny's Quisine,GB,Liverpool,3,09,00,21,00
Quynny's Quisine,GB,Liverpool,4,09,00,21,00
Quynny's Quisine,GB,Liverpool,5,09,00,21,00
Quynny's Quisine,GB,Liverpool,6,09,00,21,00
Raggas,GB,Liverpool,0,11,30,22,00
Raggas,GB,Liverpool,1,11,30,22,00
Raggas,GB,Liverpool,2,11,30,22,00
Raggas,GB,Liverpool,3,11,30,22,00
Raggas,GB,Liverpool,4,11,30,22,00
Raggas,GB,Liverpool,5,11,30,22,00
Red Hot World Buffet,GB,Liverpool,0,12,00,22,30
Red Hot World Buffet,GB,Liverpool,1,12,00,22,30
Red Hot World Buffet,GB,Liverpool,2,12,00,22,30
Red Hot World Buffet,GB,Liverpool,3,12,00,22,30
Red Hot World Buffet,GB,Liverpool,4,12,00,23,00
Red Hot World Buffet,GB,Liverpool,5,12,00,23,00
Red Hot World Buffet,GB,Liverpool,6,12,00,22,00
Revolution,GB,Liverpool,0,12,00,03,00
Revolution,GB,Liverpool,1,12,00,03,00
Revolution,GB,Liverpool,2,12,00,03,00
Revolution,GB,Liverpool,3,12,00,03,00
Revolution,GB,Liverpool,4,12,00,03,00
Revolution,GB,Liverpool,5,14,00,03,00
Revolution,GB,Liverpool,6,14,00,03,00
Richmond Deli,GB,Liverpool,0,06,30,16,30
Richmond Deli,GB,Liverpool,1,06,30,16,30
Richmond Deli,GB,Liverpool,2,06,30,16,30
Richmond Deli,GB,Liverpool,3,06,30,16,30
Richmond Deli,GB,Liverpool,4,06,30,16,30
Richmond Deli,GB,Liverpool,5,06,30,16,30
Rookwood Bar and 'Cue,GB,Liverpool,0,17,00,02,00
Rookwood Bar and 'Cue,GB,Liverpool,1,17,00,02,00
Rookwood Bar and 'Cue,GB,Liverpool,2,17,00,02,00
Rookwood Bar and 'Cue,GB,Liverpool,3,17,00,02,00
Rookwood Bar and 'Cue,GB,Liverpool,4,17,00,03,00
Rookwood Bar and 'Cue,GB,Liverpool,5,12,00,03,00
Rookwood Bar and 'Cue,GB,Liverpool,6,12,00,02,00
Schmooze,GB,Liverpool,0,12,00,14,30
Schmooze,GB,Liverpool,0,17,00,21,30
Schmooze,GB,Liverpool,1,12,00,14,30
Schmooze,GB,Liverpool,1,17,00,21,30
Schmooze,GB,Liverpool,2,12,00,14,30
Schmooze,GB,Liverpool,2,17,00,21,30
Schmooze,GB,Liverpool,3,12,00,14,30
Schmooze,GB,Liverpool,3,17,00,21,30
Schmooze,GB,Liverpool,4,12,00,21,30
Schmooze,GB,Liverpool,5,12,00,21,30
Schmooze,GB,Liverpool,6,12,00,21,30
Shiraz,GB,Liverpool,0,17,00,02,00
Shiraz,GB,Liverpool,1,17,00,02,00
Shiraz,GB,Liverpool,2,17,00,02,00
Shiraz,GB,Liverpool,3,17,00,02,00
Shiraz,GB,Liverpool,4,17,00,02,00
Shiraz,GB,Liverpool,5,17,00,02,00
Shiraz,GB,Liverpool,6,17,00,00,00
Soul Cafe,GB,Liverpool,0,09,00,21,00
Spice Lounge,GB,Liverpool,0,12,00,15,00
Spice Lounge,GB,Liverpool,0,16,00,23,00
Spice Lounge,GB,Liverpool,1,12,00,15,00
Spice Lounge,GB,Liverpool,1,16,00,23,00
Spice Lounge,GB,Liverpool,2,12,00,15,00
Spice Lounge,GB,Liverpool,2,16,00,23,00
Spice Lounge,GB,Liverpool,3,12,00,15,00
Spice Lounge,GB,Liverpool,3,16,00,23,00
Spice Lounge,GB,Liverpool,4,12,00,15,00
Spice Lounge,GB,Liverpool,4,16,00,00,00
Spice Lounge,GB,Liverpool,5,12,00,15,00
Spice Lounge,GB,Liverpool,5,16,00,00,00
Spice Lounge,GB,Liverpool,6,12,00,15,00
Spice Lounge,GB,Liverpool,6,16,00,23,00
Spire Restaurant,GB,Liverpool,0,18,00,21,00
Spire Restaurant,GB,Liverpool,1,12,00,21,00
Spire Restaurant,GB,Liverpool,2,12,00,21,00
Spire Restaurant,GB,Liverpool,3,12,00,21,00
Spire Restaurant,GB,Liverpool,4,12,00,21,30
Spire Restaurant,GB,Liverpool,5,18,30,21,30
Supper Club At Blundell Street,GB,Liverpool,3,18,00,00,00
Supper Club At Blundell Street,GB,Liverpool,4,18,00,02,00
Supper Club At Blundell Street,GB,Liverpool,5,18,00,02,00
Supper Club At Blundell Street,GB,Liverpool,6,13,30,18,30
Tapas Tapas,GB,Liverpool,0,17,00,22,00
Tapas Tapas,GB,Liverpool,1,17,00,22,00
Tapas Tapas,GB,Liverpool,2,17,00,22,00
Tapas Tapas,GB,Liverpool,3,17,00,22,00
Tapas Tapas,GB,Liverpool,4,17,00,22,30
Tapas Tapas,GB,Liverpool,5,17,00,22,30
TeaGather Cafe,GB,Liverpool,0,09,00,22,00
TeaGather Cafe,GB,Liverpool,1,09,00,22,00
TeaGather Cafe,GB,Liverpool,2,09,00,22,00
TeaGather Cafe,GB,Liverpool,3,09,00,22,00
TeaGather Cafe,GB,Liverpool,4,09,00,22,00
TeaGather Cafe,GB,Liverpool,5,09,00,22,00
TeaGather Cafe,GB,Liverpool,6,09,00,22,00
The Art School,GB,Liverpool,1,12,00,23,00
The Art School,GB,Liverpool,2,12,00,23,00
The Art School,GB,Liverpool,3,12,00,23,00
The Art School,GB,Liverpool,4,12,00,23,00
The Art School,GB,Liverpool,5,12,00,23,00
The Crown Hotel,GB,Liverpool,0,10,30,23,30
The Crown Hotel,GB,Liverpool,1,10,30,23,30
The Crown Hotel,GB,Liverpool,2,10,30,23,30
The Crown Hotel,GB,Liverpool,3,10,30,23,30
The Crown Hotel,GB,Liverpool,4,10,30,23,30
The Crown Hotel,GB,Liverpool,5,10,30,23,30
The Crown Hotel,GB,Liverpool,6,10,30,23,30
The Dispensary,GB,Liverpool,0,11,00,23,00
The Dispensary,GB,Liverpool,1,11,00,23,00
The Dispensary,GB,Liverpool,2,11,00,23,00
The Dispensary,GB,Liverpool,3,11,00,23,00
The Dispensary,GB,Liverpool,4,11,00,23,00
The Dispensary,GB,Liverpool,5,11,00,23,00
The Dispensary,GB,Liverpool,6,12,00,22,30
The Exchange Restaurant,GB,Liverpool,0,06,30,22,00
The Exchange Restaurant,GB,Liverpool,1,06,30,22,00
The Exchange Restaurant,GB,Liverpool,2,06,30,22,00
The Exchange Restaurant,GB,Liverpool,3,06,30,22,00
The Exchange Restaurant,GB,Liverpool,4,06,30,22,00
The Exchange Restaurant,GB,Liverpool,5,07,30,22,00
The Exchange Restaurant,GB,Liverpool,6,07,30,22,00
The Fulwood Arms,GB,Liverpool,0,12,00,23,00
The Fulwood Arms,GB,Liverpool,1,12,00,23,00
The Fulwood Arms,GB,Liverpool,2,12,00,23,00
The Fulwood Arms,GB,Liverpool,3,12,00,23,00
The Fulwood Arms,GB,Liverpool,4,12,00,23,00
The Fulwood Arms,GB,Liverpool,5,12,00,23,00
The Fulwood Arms,GB,Liverpool,6,12,00,23,00
The Italian Club,GB,Liverpool,0,10,00,22,00
The Italian Club,GB,Liverpool,1,10,00,22,00
The Italian Club,GB,Liverpool,2,10,00,22,00
The Italian Club,GB,Liverpool,3,10,00,22,00
The Italian Club,GB,Liverpool,4,10,00,22,00
The Italian Club,GB,Liverpool,5,10,00,22,00
The Italian Club,GB,Liverpool,6,10,00,21,00
The James Monro,GB,Liverpool,0,12,00,22,00
The James Monro,GB,Liverpool,1,12,00,22,00
The James Monro,GB,Liverpool,2,12,00,22,00
The James Monro,GB,Liverpool,3,12,00,22,00
The James Monro,GB,Liverpool,4,12,00,22,00
The James Monro,GB,Liverpool,5,12,00,23,30
The James Monro,GB,Liverpool,6,12,00,23,30
10 Greek Street,GB,London,0,12,00,23,30
10 Greek Street,GB,London,1,12,00,23,30
10 Greek Street,GB,London,2,12,00,23,30
10 Greek Street,GB,London,3,12,00,23,30
10 Greek Street,GB,London,4,12,00,23,30
10 Greek Street,GB,London,5,12,00,23,30
10 Greek Street,GB,London,6,17,30,23,00
100 Hoxton,GB,London,1,11,00,00,00
100 Hoxton,GB,London,2,11,00,00,00
100 Hoxton,GB,London,3,11,00,00,00
100 Hoxton,GB,London,4,11,00,00,00
100 Hoxton,GB,London,5,11,00,00,00
100 Hoxton,GB,London,6,11,00,00,00
26 grains,GB,London,0,08,00,18,00
26 grains,GB,London,1,08,00,18,00
26 grains,GB,London,2,08,00,18,00
26 grains,GB,London,3,08,00,18,00
26 grains,GB,London,4,08,00,17,00
26 grains,GB,London,5,10,00,16,00
26 grains,GB,London,6,10,00,16,00
45 Jermyn St,GB,London,0,07,00,23,30
45 Jermyn St,GB,London,1,07,00,23,30
45 Jermyn St,GB,London,2,07,00,23,30
45 Jermyn St,GB,London,3,07,00,23,30
45 Jermyn St,GB,London,4,07,00,23,30
45 Jermyn St,GB,London,5,08,00,23,30
45 Jermyn St,GB,London,6,08,00,18,00
8 Hoxton Square,GB,London,0,12,00,23,00
8 Hoxton Square,GB,London,1,12,00,23,00
8 Hoxton Square,GB,London,2,12,00,23,00
8 Hoxton Square,GB,London,3,12,00,23,00
8 Hoxton Square,GB,London,4,12,00,23,00
8 Hoxton Square,GB,London,5,10,00,23,00
8 Hoxton Square,GB,London,6,10,00,17,00
Abeno Too,GB,London,0,12,00,23,00
Abeno Too,GB,London,1,12,00,23,00
Abeno Too,GB,London,2,12,00,23,00
Abeno Too,GB,London,3,12,00,23,00
Abeno Too,GB,London,4,12,00,23,00
Abeno Too,GB,London,5,12,00,23,00
Abeno Too,GB,London,6,12,00,22,00
Abu Zaad,GB,London,0,09,00,23,00
Abu Zaad,GB,London,1,09,00,23,00
Abu Zaad,GB,London,2,09,00,23,00
Abu Zaad,GB,London,3,09,00,23,00
Abu Zaad,GB,London,4,09,00,23,00
Abu Zaad,GB,London,5,09,00,23,00
Abu Zaad,GB,London,6,09,00,23,00
Addie's Thai Cafe,GB,London,0,12,00,15,00
Addie's Thai Cafe,GB,London,0,18,00,23,00
Addie's Thai Cafe,GB,London,1,12,00,15,00
Addie's Thai Cafe,GB,London,1,18,00,23,00
Addie's Thai Cafe,GB,London,2,12,00,15,00
Addie's Thai Cafe,GB,London,2,18,00,23,00
Addie's Thai Cafe,GB,London,3,12,00,15,00
Addie's Thai Cafe,GB,London,3,18,00,23,00
Addie's Thai Cafe,GB,London,4,12,00,15,00
Addie's Thai Cafe,GB,London,4,18,00,23,00
Addie's Thai Cafe,GB,London,5,18,00,23,00
Addie's Thai Cafe,GB,London,6,18,00,22,30
Admiral Codrington,GB,London,0,11,30,23,00
Admiral Codrington,GB,London,1,11,30,23,00
Admiral Codrington,GB,London,2,11,30,00,00
Admiral Codrington,GB,London,3,11,30,00,00
Admiral Codrington,GB,London,4,11,30,01,00
Admiral Codrington,GB,London,5,11,30,01,00
Admiral Codrington,GB,London,6,12,00,22,30
Akari,GB,London,1,17,00,23,00
Akari,GB,London,2,17,00,23,00
Akari,GB,London,3,17,00,23,00
Akari,GB,London,4,17,00,23,00
Akari,GB,London,5,12,00,23,00
Akari,GB,London,6,12,00,22,30
Al Arez,GB,London,0,10,00,23,30
Al Arez,GB,London,1,10,00,23,30
Al Arez,GB,London,2,10,00,23,30
Al Arez,GB,London,3,10,00,23,30
Al Arez,GB,London,4,10,00,23,30
Al Arez,GB,London,5,10,00,23,30
Al Arez,GB,London,6,10,00,23,30
Albertini,GB,London,0,07,00,22,00
Albertini,GB,London,1,07,00,22,00
Albertini,GB,London,2,07,00,22,00
Albertini,GB,London,3,07,00,22,00
Albertini,GB,London,4,07,00,22,00
Albertini,GB,London,5,07,00,15,00
Alchemy,GB,London,0,07,00,17,00
Alchemy,GB,London,1,07,00,17,00
Alchemy,GB,London,2,07,00,17,00
Alchemy,GB,London,3,07,00,17,00
Alchemy,GB,London,4,07,00,17,00
Allora,GB,London,1,12,00,15,00
Allora,GB,London,1,18,00,23,00
Allora,GB,London,2,12,00,15,00
Allora,GB,London,2,18,00,23,00
Allora,GB,London,3,12,00,15,00
Allora,GB,London,3,18,00,23,00
Allora,GB,London,4,12,00,15,00
Allora,GB,London,4,18,00,23,30
Allora,GB,London,5,12,00,16,00
Allora,GB,London,5,18,00,23,30
Allora,GB,London,6,12,00,16,00
Allora,GB,London,6,18,00,23,30
Alounak,GB,London,0,12,00,00,00
Alounak,GB,London,1,12,00,00,00
Alounak,GB,London,2,12,00,00,00
Alounak,GB,London,3,12,00,00,00
Alounak,GB,London,4,12,00,00,00
Alounak,GB,London,5,12,00,00,00
Alounak,GB,London,6,12,00,00,00
Amaya,GB,London,0,17,00,00,00
Amaya,GB,London,1,17,00,00,00
Amaya,GB,London,3,17,00,00,00
Amaya,GB,London,4,17,00,00,00
Amaya,GB,London,5,17,00,00,00
Amaya,GB,London,6,17,00,00,00
Andina,GB,London,0,08,00,23,00
Andina,GB,London,1,08,00,23,00
Andina,GB,London,2,08,00,23,00
Andina,GB,London,3,08,00,23,00
Andina,GB,London,4,08,00,23,00
Andina,GB,London,5,10,00,23,00
Andina,GB,London,6,10,00,23,00
Andover Arms,GB,London,0,12,00,23,30
Andover Arms,GB,London,1,12,00,23,30
Andover Arms,GB,London,2,12,00,23,30
Andover Arms,GB,London,3,12,00,23,30
Andover Arms,GB,London,4,12,00,00,00
Andover Arms,GB,London,5,12,00,00,00
Andover Arms,GB,London,6,12,00,23,30
Andrew Edmunds,GB,London,0,12,30,15,30
Andrew Edmunds,GB,London,0,18,00,22,30
Andrew Edmunds,GB,London,1,12,30,15,30
Andrew Edmunds,GB,London,1,18,00,22,30
Andrew Edmunds,GB,London,2,12,30,15,30
Andrew Edmunds,GB,London,2,18,00,22,30
Andrew Edmunds,GB,London,3,12,30,15,30
Andrew Edmunds,GB,London,3,18,00,22,30
Andrew Edmunds,GB,London,4,12,30,15,30
Andrew Edmunds,GB,London,4,18,00,22,30
Andrew Edmunds,GB,London,5,12,30,15,30
Andrew Edmunds,GB,London,5,18,00,22,30
Andrew Edmunds,GB,London,6,12,30,15,30
Andrew Edmunds,GB,London,6,18,00,22,30
Angels & Gypsies,GB,London,0,12,00,15,00
Angels & Gypsies,GB,London,0,18,00,22,00
Angels & Gypsies,GB,London,1,12,00,15,00
Angels & Gypsies,GB,London,1,18,00,22,00
Angels & Gypsies,GB,London,2,12,00,15,00
Angels & Gypsies,GB,London,2,18,00,22,00
Angels & Gypsies,GB,London,3,12,00,15,00
Angels & Gypsies,GB,London,3,18,00,22,00
Angels & Gypsies,GB,London,4,12,00,15,00
Angels & Gypsies,GB,London,4,18,00,22,30
Angels & Gypsies,GB,London,5,12,00,15,00
Angels & Gypsies,GB,London,5,18,00,22,30
Angels & Gypsies,GB,London,6,12,00,16,00
Angels & Gypsies,GB,London,6,18,00,22,00
Angelus Restaurant,GB,London,0,10,00,23,00
Angelus Restaurant,GB,London,1,10,00,23,00
Angelus Restaurant,GB,London,2,10,00,23,00
Angelus Restaurant,GB,London,3,10,00,23,00
Angelus Restaurant,GB,London,4,10,00,23,00
Angelus Restaurant,GB,London,5,10,00,23,00
Angelus Restaurant,GB,London,6,10,00,22,00
Antico Restaurant,GB,London,1,12,00,15,00
Antico Restaurant,GB,London,1,18,00,22,00
Antico Restaurant,GB,London,2,12,00,15,00
Antico Restaurant,GB,London,2,18,00,22,00
Antico Restaurant,GB,London,3,12,00,15,00
Antico Restaurant,GB,London,3,18,00,22,00
Antico Restaurant,GB,London,4,12,00,15,00
Antico Restaurant,GB,London,4,18,00,22,00
Antico Restaurant,GB,London,5,12,00,15,00
Antico Restaurant,GB,London,5,18,00,22,00
Antico Restaurant,GB,London,6,12,00,15,00
Antico Restaurant,GB,London,6,18,00,21,30
Apero Restaurant and Bar,GB,London,0,06,30,22,30
Apero Restaurant and Bar,GB,London,1,06,30,22,30
Apero Restaurant and Bar,GB,London,2,06,30,22,30
Apero Restaurant and Bar,GB,London,3,06,30,22,30
Apero Restaurant and Bar,GB,London,4,06,30,22,30
Apero Restaurant and Bar,GB,London,5,06,30,22,30
Apero Restaurant and Bar,GB,London,6,06,30,22,30
Apulia,GB,London,0,12,00,23,00
Apulia,GB,London,1,12,00,23,00
Apulia,GB,London,2,12,00,23,00
Apulia,GB,London,3,12,00,23,00
Apulia,GB,London,4,12,00,23,00
Apulia,GB,London,5,17,30,22,30
Arancina,GB,London,0,07,30,22,30
Arancina,GB,London,1,07,30,22,30
Arancina,GB,London,2,07,30,22,30
Arancina,GB,London,3,07,30,22,30
Arancina,GB,London,4,07,30,23,00
Arancina,GB,London,5,07,30,23,00
Arancina,GB,London,6,09,00,22,30
Arepa & Co,GB,London,0,08,00,22,30
Arepa & Co,GB,London,1,08,00,22,30
Arepa & Co,GB,London,2,08,00,22,30
Arepa & Co,GB,London,3,08,00,22,30
Arepa & Co,GB,London,4,08,00,22,30
